file,path,min,max,mean,median,std
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-07-01\ProbHigh_diff.tif,-0.09806808829307556,0.17527085542678833,0.005957584736064974,0.0,0.020071681957558252
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-07-16\Predict_LMH_diff.tif,-0.01596754789352417,0.03449922800064087,0.0026618777015470895,0.0001818239688873291,0.004422739344066736
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-07-16\ProbHigh_diff.tif,-0.09733456373214722,0.1749975085258484,0.005877772977129545,0.0,0.01992441932612281
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-08-01\Predict_LMH_diff.tif,-0.015987098217010498,0.03449702262878418,0.0026623061934025263,0.0001818537712097168,0.00442310742536678
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-08-01\ProbHigh_diff.tif,-0.09552425146102905,0.17594006657600403,0.006079121150699106,0.0,0.020214534584229223
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-08-16\Predict_LMH_diff.tif,-0.01601320505142212,0.0344967246055603,0.002665982563941997,0.00018215179443359375,0.004428768242252527
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-08-16\ProbHigh_diff.tif,-0.09024500846862793,0.17946001887321472,0.006339176590271289,0.0,0.020324267950358237
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-09-01\Predict_LMH_diff.tif,-0.01601994037628174,0.03450191020965576,0.0026682056453801355,0.00018233060836791992,0.00443160189700291
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-09-01\ProbHigh_diff.tif,-0.08665090799331665,0.18267562985420227,0.006490378376929084,0.0,0.020451979776308638
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-09-16\Predict_LMH_diff.tif,-0.01603013277053833,0.03451055288314819,0.002670585790731835,0.00018256902694702148,0.004434815890484089
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-09-16\ProbHigh_diff.tif,-0.08877331018447876,0.1838262379169464,0.006665690967321457,0.0,0.02119428505720356
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-10-01\Predict_LMH_diff.tif,-0.016056299209594727,0.0345611572265625,0.0026760486886379118,0.00018295645713806152,0.004443545972544413
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-10-01\ProbHigh_diff.tif,-0.08257538080215454,0.1882818043231964,0.006982986349566912,0.0,0.021527118562322898
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-10-16\Predict_LMH_diff.tif,-0.015964031219482422,0.034552156925201416,0.0026704376848361577,0.0001824498176574707,0.004436148943744628
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-10-16\ProbHigh_diff.tif,-0.09308022260665894,0.18257573246955872,0.006435649068068017,0.0,0.02091717960426163
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-11-01\Predict_LMH_diff.tif,-0.01596003770828247,0.03449660539627075,0.0026583362984770663,0.00018146634101867676,0.00441785709299654
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-11-01\ProbHigh_diff.tif,-0.0906522274017334,0.18009349703788757,0.005474335503310846,0.0,0.018219088116597344
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-11-16\Predict_LMH_diff.tif,-0.015957236289978027,0.03456008434295654,0.002657125473059786,0.00018134713172912598,0.004417402453111649
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-11-16\ProbHigh_diff.tif,-0.0895988941192627,0.17760619521141052,0.0051440181490684505,0.0,0.017547713087146727
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-12-01\Predict_LMH_diff.tif,-0.015955805778503418,0.034526288509368896,0.002656430629472607,0.00018131732940673828,0.004415829941221459
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-12-01\ProbHigh_diff.tif,-0.08536532521247864,0.1786676049232483,0.005009340919400122,0.0,0.016942852784126897
Predict_LMH_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-12-16\Predict_LMH_diff.tif,-0.015961050987243652,0.03459852933883667,0.0026598588629166992,0.00018137693405151367,0.004422722678971345
ProbHigh_diff.tif,C:\Users\bsf31\Documents\data\NL050\output\DifferenceMaps\2020-12-16\ProbHigh_diff.tif,-0.08318653702735901,0.174454003572464,0.004579170032811094,0.0,0.015675711211217993
